,keyword,paper,url,names,abstract
140,Wearable for anxiety disorders,SCAH! RF: A Novel Wearable as a Subconscious Approach for Mitigating Anxiety Symptoms,https://link.springer.com/chapter/10.1007/978-3-030-29390-1_58,"L Lopes, PF Campos - IFIP Conference on Human-Computer Interaction, 2019 - Springer",
141,Wearable for anxiety disorders,Visualization of heart activity in virtual reality: A biofeedback application using wearable sensors,https://drive.google.com/file/d/1l0OtYxLp2He7hN-1bhsleNxeiI-AV3yQ/view,"S Gradl, M Wirth, T Zillig… - … conference on wearable …, 2018 - ieeexplore.ieee.org",
142,Wearable for anxiety disorders,Anxiety detection using wearable monitoring,https://dl.acm.org/doi/abs/10.1145/2676690.2676694,"D Miranda, M Calderón, J Favela - … of the 5th Mexican Conference on …, 2014 - dl.acm.org",
143,Wearable for anxiety disorders,Wearable devices as adjuncts in the treatment of anxiety?related symptoms: A narrative review of five device modalities and implications for clinical practice,https://digital.library.adelaide.edu.au/dspace/bitstream/2440/124610/3/hdl_124610.pdf,"H Hunkin, DL King, IT Zajac - Clinical Psychology: Science and …, 2019 - Wiley Online Library",
144,Automated schizophrenia monitoring,Temporal dissociation of phencyclidine: Induced locomotor and social alterations in rats using an automated homecage monitoring system–implications for the 3Rs …,https://journals.sagepub.com/doi/full/10.1177/0269881120920455,"EJ Mitchell, RR Brett, JD Armstrong… - Journal of …, 2020 - journals.sagepub.com","… Tips on citation download. Download Citation. Download article citation data for: Temporal
dissociation of phencyclidine: Induced locomotor and social alterations in rats using an automated
homecage monitoring system – implications for the 3Rs and preclinical drug discovery … 
"
145,Automated schizophrenia monitoring,Emerging mHealth and eHealth interventions for serious mental illness: a review of the literature,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc4924808/,"JA Naslund, LA Marsch, GJ McHugo… - Journal of mental …, 2015 - Taylor & Francis","… Emerging mHealth and eHealth interventions for serious mental illness: a review of the literature …
Montes et al. (2012), Spain, RCT, 340, Schizophrenia, 6 months, The intervention group received
automated daily SMS reminders to take their medication for 3 months … 
"
146,Automated schizophrenia monitoring,"Comparison of automated home-cage monitoring systems: Emphasis on feeding behaviour, activity and spatial learning following pharmacological interventions",https://www.sciencedirect.com/science/article/pii/S0165027014002258,"L Robinson, G Riedel - Journal of neuroscience methods, 2014 - Elsevier","… Comparison of automated home-cage monitoring systems: Emphasis on feeding behaviour,
activity and spatial learning following pharmacological interventions … Highlights. • We
compared three automated home cage monitoring systems. • … 
"
147,Automated schizophrenia monitoring,Reduced overnight consolidation of procedural learning in chronic medicated schizophrenia is related to specific sleep stages,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2813320/,"DS Manoach, KN Thakkar, E Stroynowski, A Ely… - Journal of psychiatric …, 2010 - Elsevier","… task, and to decreased activation in regions that mediate the conscious monitoring of performance …
and other findings suggest that sleep-dependent consolidation leads to task automation, resulting
in … Schizophrenia t(13), p, 5.2 ± 3.1 6.28, <.0001, 4.7 ± 18.1 0.23, .82, 5.0 ± 10.7 … 
"
148,Automated schizophrenia monitoring,Monitoring of plasma clozapine levels and its metabolites in refractory schizophrenic patients,https://journals.lww.com/drug-monitoring/Fulltext/1996/04000/Monitoring_of_Plasma_Clozapine_Levels_and_Its.15.aspx,"HC Liu, WH Chang, FC Wei, SK Lin… - … drug monitoring, 1996 - journals.lww.com","Summary Plasma concentrations of clozapine and its
metabolites desmethylclozapine and clozapine N-.
"
149,Automated schizophrenia monitoring,Effect of automated prescription drug monitoring program queries on emergency department opioid prescribing,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc5820164/,"BC Sun, CJ Charlesworth, N Lupulescu-Mann… - Annals of emergency …, 2018 - Elsevier","… One potential solution is the automation of prescription drug monitoring program queries that
“push … Table 1. Characteristics of ED visitors before and after automated prescription drug
monitoring program queries … Schizophrenia or other nonmood disorder, 70,587 (7.9), 21,547 … 
"
150,Automated schizophrenia monitoring,Automated ROI-based brain parcellation analysis of frontal and temporal brain volumes in schizophrenia,https://www.sciencedirect.com/science/article/pii/S0925492706000692,"P Lopez-Garcia, HJ Aizenstein, BE Snitz… - Psychiatry Research …, 2006 - Elsevier","… The sample compromised 43 schizophrenia patients (21 chronic patients, 22 unmedicated first
episode patients), 20 first episode non-schizophrenia psychosis patients and 47 comparison
subjects. Automated regional volume measurement was performed in 22 ROIs, including … 
"
151,Automated schizophrenia monitoring,Prefrontal cortex dysfunction during working memory performance in schizophrenia: reconciling discrepant findings,http://nmr.mgh.harvard.edu/manoachlab/pubs/manoach_schres_03.pdf,"DS Manoach - Schizophrenia research, 2003 - Elsevier","… In addition, schizophrenics may be more variable and less efficient in their use of … from motivational
deficits to performance and activation differences in schizophrenia is difficult … Schizophrenic
subjects generally perform significantly worse than healthy subjects on WM tasks both … 
"
152,Automated schizophrenia monitoring,[HTML][HTML] Early detection and intervention evaluation for people at risk of psychosis: multisite randomised controlled trial,https://www.bmj.com/content/344/bmj.e2233.full,"AP Morrison, P French, SLK Stewart, M Birchwood… - Bmj, 2012 - bmj.com","… in diverse settings who are at high risk of imminently developing schizophrenia and related … as
possible, that we could exclude any individual who was experiencing or had experienced
psychosis. All participants receive monthly monitoring of mental state for the first six months … 
"
153,Automated schizophrenia monitoring,Decreased conflict-and error-related activity in the anterior cingulate cortex in subjects with schizophrenia,https://ajp.psychiatryonline.org/doi/pdf/10.1176/appi.ajp.162.10.1833,"JG Kerns, JD Cohen, AW MacDonald III… - American Journal of …, 2005 - Am Psychiatric Assoc","… The Medical Mind Podcast. Topics: Coronavirus / COVID-19; Bipolar Disorder;
Depression (MDD); Gun Violence; Schizophrenia. International; CME; My POL; More:
Sign In. SearchSearch Advanced Search. Advanced Search. Sections … 
"
154,Automated schizophrenia monitoring,[HTML][HTML] Cross-site reproducibility of social deficits in group-housed btbr mice using automated longitudinal behavioural monitoring,https://www.sciencedirect.com/science/article/pii/S0306452220302815,"T Peleh, KGO Ike, I Frentz, B Buwalda, SF de Boer… - Neuroscience, 2020 - Elsevier","… on social dysfunction sharing common neurobiological mechanisms across schizophrenia, major
depression … such as the Visible Burrow System (VBS), enable longitudinal monitoring of groups …
in two independent laboratories using a recently developed automated tracking tool … 
"
155,Automated schizophrenia monitoring,Monitoring tweets for depression to detect at-risk users,https://ruor.uottawa.ca/bitstream/10393/36030/1/Jamil_Zunaira_2017_thesis.pdf,Z Jamil - 2017 - ruor.uottawa.ca,"Page 1. MONITORING TWEETS FOR DEPRESSION TO DETECT AT-RISK USERS BY … male or
female. One such example of mental illness is depression … This process is time-consuming and
costly. We propose an automated system that can identify at-risk users from their … 
"
156,Automated schizophrenia monitoring,Automated detection of schizophrenia using optimal wavelet-based                         l         1 norm features extracted from single-channel EEG,https://www.researchgate.net/profile/Manish-Sharma-67/publication/346927186_Automated_detection_of_schizophrenia_using_optimal_wavelet-based_l_1_norm_features_extracted_from_single-channel_EEG/links/60085471a6fdccdcb86a4d76/Automated-detection-of-schizophrenia-using-optimal-wavelet-based-l-1-norm-features-extracted-from-single-channel-EEG.pdf,"M Sharma, UR Acharya - Cognitive Neurodynamics, 2021 - Springer","… Automated detection of schizophrenia using optimal wavelet-based \(l_1\) norm features extracted
from single-channel EEG. Download PDF … Automated detection of schizophrenia using optimal
wavelet-based \(l_1\) norm features extracted from single-channel EEG … 
"
157,Automated schizophrenia monitoring,Automated decision-making and big data: concerns for people with mental illness,https://link.springer.com/article/10.1007/s11920-016-0746-6,"S Monteith, T Glenn - Current psychiatry reports, 2016 - Springer","… The digital economy uses the collected big data to automate decision-making with computer … on
automated decision-making for knowledge work [144], often starting by automating parts of … Many
employees involved with automated decision-making are content to defer to the … 
"
158,Automated schizophrenia monitoring,[HTML][HTML] Engagement with automated patient monitoring and self-management support calls: experience with a thousand chronically-ill patients,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3711084/,"JD Piette, AM Rosland, NS Marinec, D Striplin… - Medical care, 2013 - ncbi.nlm.nih.gov","… were ineligible if they: had diagnoses of cognitive impairment, schizophrenia, or bipolar … their
“CarePartner.” Based on patients' IVR assessments, CarePartners received automated emails
with … Concern #4: Patients with mental illness will not participate in IVR self-management … 
"
159,Automated schizophrenia monitoring,[HTML][HTML] Monitoring and prevalence rates of metabolic syndrome in military veterans with serious mental illness,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0019298,"SAM Khatana, J Kane, TH Taveira, MS Bauer… - PLoS One, 2011 - journals.plos.org","… patient information from this study was compiled by an automated search strategy … past medical
history and medication prescription between the bipolar disorder, schizophrenia and
schizoaffective … based on previous literature [13], [20], severity of serious mental illness [36] and … 
"
160,Automated schizophrenia monitoring,A fully automated method for tissue segmentation and CSF-correction of proton MRSI metabolites corroborates abnormal hippocampal NAA in schizophrenia,https://www.sciencedirect.com/science/article/pii/S1053811902910578,"W Weber-Fahr, G Ende, DF Braus, P Bachert, BJ Soher… - Neuroimage, 2002 - Elsevier","… AUTOMATED TISSUE SEGMENTATION AND CSF-CORRECTION OF PROTON MRSI … a decreased
NAA signal in the hippocampus in a small sample of schizophrenic patients as … voxels have been
CSF-corrected, the decrease in hippocampal NAA in schizophrenia cannot be … 
"
161,Automated schizophrenia monitoring,"[HTML][HTML] Development and long-term acceptability of ExPRESS, a mobile phone app to monitor basic symptoms and early signs of psychosis relapse",https://mhealth.jmir.org/2019/3/e11568/,"E Eisner, RJ Drake, N Berry… - JMIR mHealth and …, 2019 - mhealth.jmir.org","… People with a schizophrenia diagnosis find apps acceptable for short-term self-monitoring [26]
and … Furthermore, apps can include automated features such as reminders, generation of graphs,
and secure … 26-34] but none testing an app to monitor early signs of psychosis relapse … 
"
162,Automated schizophrenia monitoring,"[HTML][HTML] … -activity profiles in schizophrenia using wearable and mobile technologies: development, implementation, feasibility, and acceptability of a remote monitoring …",https://mhealth.jmir.org/2018/10/e188,"N Meyer, M Kerz, A Folarin, DW Joyce… - JMIR mHealth and …, 2018 - mhealth.jmir.org","… and mobile phone ownership has increased among people living with mental illness [28,29 …
acceptability, and user experience of the system in outpatients with schizophrenia over an …
User-centered design: People living with psychosis were involved throughout the development … 
"
163,Automated schizophrenia monitoring,Automated MRI parcellation study of regional volume and thickness of prefrontal cortex (PFC) in antipsychotic?naïve schizophrenia,https://www.academia.edu/download/46183452/j.1600-0447.2008.01198.x20160602-18337-1oar0kg.pdf,"G Venkatasubramanian, PN Jayakumar… - Acta Psychiatrica …, 2008 - Wiley Online Library","… 1). This gyral?based automated labeling system of the human cerebral cortex has been
established to … mean ± SD) was 26.8 ± 7.3 years and the duration of untreated psychosis was
37.8 … deficits in the volume of the following PFC sub?regions in schizophrenia patients: medial … 
"
164,Automated schizophrenia monitoring,Topic models for automated motor analysis in schizophrenia patients,https://www.cs.huji.ac.il/~daphna/papers/TronEtal_BSN2017.pdf,"T Tron, YS Resheff, M Bazhmin, A Peled… - 2018 IEEE 15th …, 2018 - ieeexplore.ieee.org","Page 1. Topic Models for Automated Motor Analysis in Schizophrenia Patients … Daphna
Weinshall 4 Abstract—Wearable devices fitted with various sensors are increasingly being
used for the automatic and continuous tracking and monitoring of patients … 
"
165,Automated schizophrenia monitoring,Automated telehealth for managing psychiatric instability in people with serious mental illness,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc5506829/,"SI Pratt, JA Naslund, RS Wolfe, M Santos… - Journal of Mental …, 2015 - Taylor & Francis","… medical conditions, much of the research on telehealth for mental illness has focused … threshold,
was shown to reduce hospitalizations in people with schizophrenia (Spaniel et … Despite these
varied efforts, few studies have evaluated automated telehealth programs designed to … 
"
166,Automated schizophrenia monitoring,Blending active and passive digital technology methods to improve symptom monitoring in early psychosis,https://pure.aber.ac.uk/portal/files/29251101/mHealth_EIpsych_accepted.pdf,"M Cella, Z He, C Killikelly, ? Okruszek… - Early intervention in …, 2019 - Wiley Online Library","… study may lead to further longer?term efforts to identify relapse biosignatures using automated
methods based … will exceed these potential difficulties, especially in high?risk group such as people
with first episode psychosis … Loss of efferent vagal activity in acute schizophrenia … 
"
167,Automated schizophrenia monitoring,Quantifying incoherence in speech: an automated methodology and novel application to schizophrenia,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1995127/,"B Elvevåg, PW Foltz, DR Weinberger… - Schizophrenia research, 2007 - Elsevier","… Previous article in issue; Next article in issue. Keywords. Psychosis. Language. Semantic. Thought
disorder … Our goal here was to establish the validity of this automated, objective and reliable assay
with which to assess coherence in discourse in schizophrenia directly, as … 
"
168,Automated schizophrenia monitoring,Delta sleep deficits in schizophrenia: evidence from automated analyses of sleep data,https://jamanetwork.com/journals/jamapsychiatry/fullarticle/203894,"MS Keshavan, CF Reynolds, JM Miewald… - Archives of general …, 1998 - jamanetwork.com","… WE PET and MRI of the thalamus in never-medicated patients with schizophrenia … TKesicki
DMonahan JPBuysse DJReynolds CFCoble PAMatzzie JKupfer DJ Automating the sleep … PAJarrett
DBGrochocinski VDoman JMatthews GBorbely AA Application of automated REM and … 
"
169,Automated schizophrenia monitoring,Automated facial expressions analysis in schizophrenia: A continuous dynamic approach,https://www.cs.huji.ac.il/~daphna/papers/TronEtal_2015.pdf,"T Tron, A Peled, A Grinsphoon, D Weinshall - International Symposium on …, 2015 - Springer","… time automated facial analysis may one day be used for disease monitoring, drug adjustment
and treatment outcome evaluation. To achieve these goals, future studies should include
monitoring facial activity over time, studying Type-I (positive symptom) schizophrenia patients … 
"
170,Automated schizophrenia monitoring,Anterior cingulate cortex activity and impaired self-monitoring of performance in patients with schizophrenia: an event-related fMRI study,https://ajp.psychiatryonline.org/doi/pdf/10.1176/appi.ajp.158.9.1423,"CS Carter, AW MacDonald III, LL Ross… - American Journal of …, 2001 - Am Psychiatric Assoc","… Topics: Coronavirus / COVID-19; Bipolar Disorder; Depression (MDD); Gun Violence;
Schizophrenia. International; CME; My POL; More: Sign In. SearchSearch Advanced
Search. Advanced Search. Sections Current IssueArchive About … 
"
171,Automated schizophrenia monitoring,Demonstration of automated non-adherence and service disengagement risk monitoring with active follow-up for severe mental illness,https://journals.sagepub.com/doi/abs/10.1177/0004867421998800,"N Bidargaddi, G Schrader, H Myles… - Australian & New …, 2021 - journals.sagepub.com",Aims: Medication cessation and service disengagement often precedes relapse in people with severe mental illnesses but currently specialist mental health services only become involved after a relapse. Early detection of non-adherence is needed to enable intervention …
172,Automated mood disorder monitoring,Daily mood monitoring of symptoms using smartphones in bipolar disorder: a pilot study assessing the feasibility of ecological momentary assessment,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4799837/,"S Schwartz, S Schultz, A Reider… - … of Affective Disorders, 2016 - Elsevier","… explore emotional reactivity to daily life stress among participants with psychosis and affective
disorder (Havermans et … could manually enter a survey any time that day if they missed an
automated prompt … A VAS scale was used for mood (a), energy (b), speed of thoughts (c) and … 
"
173,Automated mood disorder monitoring,"A systematic review of the psychometric properties, usability and clinical impacts of mobile mood-monitoring applications in young people",https://www.cambridge.org/core/services/aop-cambridge-core/content/view/D2C0FF0030752FAA87635C393337A2DB/S0033291717001659a.pdf/div-class-title-a-systematic-review-of-the-psychometric-properties-usability-and-clinical-impacts-of-mobile-mood-monitoring-applications-in-young-people-div.pdf,"M Dubad, C Winsper, C Meyer, M Livanou… - Psychological …, 2018 - cambridge.org","… such as depression (n =8), high-functioning autism/Asperger's disorder (n = 2 … phones (Google
Nexus 4) or personal Android smartphone • Measurements: mood, tiredness and … study smartphone
– type not specified • Measurements: momentary stress and automated sensor data … 
"
174,Automated mood disorder monitoring,The application of mHealth to mental health: opportunities and challenges,https://eprints.mdx.ac.uk/16416/1/THELANCETPSYCH-D-15-00235%20R1%2014.05.15.pdf,"L Marzano, A Bardill, B Fields, K Herd, D Veale… - The Lancet …, 2015 - Elsevier","… relations (figure 4), and can be refined to link quantitative data (both automated and self … The extent
to which mHealth systems should rely solely on automation and machine learning is an … Decisions
and approaches about what to automate, when to automate it, and why, are not … 
"
175,Automated mood disorder monitoring,The effect of smartphone-based monitoring on illness activity in bipolar disorder: the MONARCA II randomized controlled single-blinded trial,https://search.proquest.com/openview/9be182dc0ac638c944ebb0b814b969c3/1?pq-origsite=gscholar&cbl=35753,"M Faurholt-Jepsen, M Frost… - Psychological …, 2020 - search.proquest.com","… II RCT and hypothe- sized that smartphone-based monitoring and mood prediction including … and
previous treatment at the Copenhagen Clinic for Affective Disorder, Denmark. Exclusion criteria:
Schizophrenia, schizotypal or delusional disorders; previous use of the MONARCA … 
"
176,Automated mood disorder monitoring,[HTML][HTML] Delivering cognitive behavior therapy to young adults with symptoms of depression and anxiety using a fully automated conversational agent (Woebot): a …,https://mental.jmir.org/2017/2/e19,"KK Fitzpatrick, A Darcy, M Vierhile - JMIR mental health, 2017 - mental.jmir.org","… Woebot is an automated conversational agent designed to deliver CBT in the format of brief … a
brief description of the data to facilitate reflection, for example, “Overall, your mood has been … of
Mental Disorders, 4 th edition (DSM-IV) criteria for major depressive disorder and can be … 
"
177,Automated mood disorder monitoring,Automated bioacoustics: methods in ecology and conservation and their potential for animal welfare monitoring,https://royalsocietypublishing.org/doi/pdf/10.1098/rsif.2019.0225,"MP Mcloughlin, R Stewart… - Journal of the Royal …, 2019 - royalsocietypublishing.org","… during their lives, but the methods used to identify this have not been automated … a major concern
for the welfare of farm workers [117], and acoustic monitoring provides a … sounds in animal
production environments, as they may influence vocalizations they are trying to monitor … 
"
178,Automated mood disorder monitoring,A systematic review of the effectiveness of mobile apps for monitoring and management of mental health symptoms or disorders,https://www.researchgate.net/profile/Kai_Wang228/publication/328113723_A_systematic_review_of_the_effectiveness_of_mobile_apps_for_monitoring_and_management_of_mental_health_symptoms_or_disorders/links/5bcb41aea6fdcc03c7975ba3/A-systematic-review-of-the-effectiveness-of-mobile-apps-for-monitoring-and-management-of-mental-health-symptoms-or-disorders.pdf,"K Wang, DS Varma, M Prosperi - Journal of psychiatric research, 2018 - Elsevier","… Mood Tracker was another app assisting users to rate their moods, self-monitor moods across
time … they would use the app in the future to share their mood information with … of certain mental
disorders, such as anxiety, stress, alcohol disorder, sleep disorder, depression, suicidal … 
"
179,Automated mood disorder monitoring,Automated assessment of psychiatric disorders using speech: A systematic review,https://onlinelibrary.wiley.com/doi/pdf/10.1002/lio2.354,"DM Low, KH Bentley, SS Ghosh - Laryngoscope Investigative …, 2020 - Wiley Online Library","… Allows scalability because models can be fast and automated. Most models have not … OR bulimia
OR “binge?eating” OR pica OR rumination; “personality disorder” OR “paranoid … OR histrionic
OR narcissistic OR avoidant OR “dependent personality”; “mood disorder” OR “mood … 
"
180,Automated mood disorder monitoring,[HTML][HTML] … nested pragmatic randomized controlled trial of a reminder system for serum lithium level monitoring in patients with mood disorder: KONOTORI study protocol,https://link.springer.com/article/10.1186/s13063-019-3847-9,"T Seki, M Aki, H Kawashima, T Miki, S Tanaka… - Trials, 2019 - Springer","… 2. Has recurrent major depression, bipolar I disorder, or bipolar II disorder according to the
Diagnostic and statistical manual of mental disorders, 5th edition (DSM-5). 3 … 1. Prescribed
lithium carbonate for an indication other than mood disorders. 2 … 
"
181,Automated mood disorder monitoring,Army research needs for automated neuropsychological tests: monitoring soldier health and performance status,https://academic.oup.com/acn/article-pdf/22/Suppl_1/S7/10380/22-Suppl_1-S7.pdf,"KE Friedl, SJ Grate, SP Proctor, JW Ness… - Archives of clinical …, 2007 - academic.oup.com","… employed will have to be developed against a reference standard of automated
neuropsychological testing … Movement Disorders: Official Journal of The Movement Disorder
Society, 16, 33–40 … Cognitive functioning and disturbances of mood in UK veterans of the Persian … 
"
182,Automated mood disorder monitoring,Forecasting depression in bipolar disorder,http://people.maths.ox.ac.uk/~moorep/portfolio/tbme_final.pdf,"PJ Moore, MA Little, PE McSharry… - IEEE Transactions …, 2012 - ieeexplore.ieee.org","… patients with bipolar disorder are very heterogeneous and that this constrains the accuracy of
automated mood forecasting across … P. Grof, M. Alda, C. Baethge, and M. Bauer, “Approximate
entropy of self-reported mood prior to episodes in bipolar disorder,” Bipolar Disorders … 
"
183,Automated mood disorder monitoring,[HTML][HTML] Daily electronic monitoring of subjective and objective measures of illness activity in bipolar disorder using smartphones–the MONARCA II trial protocol: a …,https://bmcpsychiatry.biomedcentral.com/articles/10.1186/s12888-014-0309-5,"M Faurholt-Jepsen, M Vinberg… - BMC …, 2014 - bmcpsychiatry.biomedcentral.com","… Patients with bipolar disorder often show decreased adherence with mood stabilizers [1–3] and …
and manic symptoms using regular cell phones to prompt patients with bipolar disorder to respond
to … measures of illness activity and the effect of electronic self-monitoring has only … 
"
184,Automated mood disorder monitoring,[HTML][HTML] Smartphone-based monitoring of objective and subjective data in affective disorders: where are we and where are we going? Systematic review,https://www.jmir.org/2017/7/e262/,"E Dogan, C Sander, X Wagner, U Hegerl… - Journal of medical Internet …, 2017 - jmir.org","… diagnosed major depression, 24 studies were conducted with patients with bipolar affective
disorder … b System was utilized in an Automated Monitoring of Symptom Severity (AMoSS) study …
1. Overview of smartphone-based systems that combine subjective mood ratings and … 
"
185,Automated mood disorder monitoring,[HTML][HTML] User Perspectives of Mood-Monitoring Apps Available to Young People: Qualitative Content Analysis,https://mhealth.jmir.org/2020/10/e18140,"E Widnall, CE Grant, T Wang, L Cross… - JMIR mHealth and …, 2020 - mhealth.jmir.org","… We identified mood-monitoring apps (n=53) by a combination of automated application
programming interface (API) methods … Users often highlighted the complexity of moods
and the need for multiple mood entries as well as custom scales … 
"
186,Automated mood disorder monitoring,[HTML][HTML] Automated Computerized Analysis of Speechin Psychiatric Disorders,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4212642/,"AS Cohen, B Elvevåg - Current opinion in psychiatry, 2014 - ncbi.nlm.nih.gov","… offer a useful method to probe the neurophysiological underpinnings of thought disorder and
how … Data mining of electronic medical records using automated procedures appears to be a … to
a range of visual stimuli in 48 stable outpatients with schizophrenia and mood disorders … 
"
187,Automated mood disorder monitoring,Remote mood monitoring for adults with bipolar disorder: an explorative study of compliance and impact on mental health service use and costs,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/1654675CF88209B467FF4100F8B64573/S0924933800087526a.pdf/div-class-title-remote-mood-monitoring-for-adults-with-bipolar-disorder-an-explorative-study-of-compliance-and-impact-on-mental-health-service-use-and-costs-div.pdf,"J Simon, K Budge, J Price, GM Goodwin… - European …, 2017 - cambridge.org","… A larger prospective study is required to demonstrate whether automated mood monitoring
can facilitate the detection and prevention of relapse … Direct comparisons with other methods
for automated symptom monitoring in bipolar disorder are limited … 
"
188,Automated mood disorder monitoring,"Self-monitoring practices, attitudes, and needs of individuals with bipolar disorder: implications for the design of technologies to manage mental health",https://academic.oup.com/jamia/article/23/3/477/2909003,"EL Murnane, D Cosley, P Chang, S Guha… - Journal of the …, 2016 - academic.oup.com","… Second, more automated forms of digital symptom tracking and intervention are desired, and
our … org, a website that helps researchers recruit participants for studies related to mood disorders …
directed at any person who self-reported a confirmed diagnosis of bipolar disorder … 
"
189,Automated mood disorder monitoring,… and utility of an automated text messaging system to facilitate symptom self-monitoring and identify risk for post-traumatic stress disorder and depression in trauma …,https://www.liebertpub.com/doi/pdfplus/10.1089/tmj.2018.0170,"BE Bunnell, TM Davidson, JR Winkelmann… - Telemedicine and e …, 2019 - liebertpub.com","… 22 Third, scalable programs can automate text message delivery, reducing trauma center burden,
and … and informed them about the option of participating in the automated text message … message
that read, “Welcome to the MUSC TRRP 30-day mood monitoring program, which … 
"
190,Automated mood disorder monitoring,A multi-state model to improve the design of an automated system to monitor the activity patterns of patients with bipolar disorder,https://www.tandfonline.com/doi/pdf/10.1057/jors.2012.57,"SG Mohiuddin, SC Brailsford, CJ James… - Journal of the …, 2013 - Taylor & Francis","… far more difficult to develop mathematical models for the natural history of mental disorders than
it … et al (2000) used a similar type of scoring system in developing the Mood Disorder Questionnaire …
A multi-state model to improve the design of an automated system to monitor the … 
"
191,Automated mood disorder monitoring,"Use of automated medication adherence monitoring in bipolar disorder research: pitfalls, pragmatics, and possibilities",https://journals.sagepub.com/doi/pdf/10.1177/2045125314566807,"JB Levin, J Sams, C Tatsuoka… - Therapeutic …, 2015 - journals.sagepub.com","… Download Citation. Download article citation data for: Use of automated medication adherence
monitoring in bipolar disorder research: pitfalls, pragmatics, and possibilities. Jennifer B. Levin,
Johnny Sams, Curtis Tatsuoka, Kristin A. Cassidy, and Martha Sajatovic … 
"
192,Automated mood disorder monitoring,[HTML][HTML] Daily longitudinal self-monitoring of mood variability in bipolar disorder and borderline personality disorder,https://www.sciencedirect.com/science/article/pii/S0165032716307819,"A Tsanas, KEA Saunders, AC Bilderbeck… - … of affective disorders, 2016 - Elsevier","… The data were collected as part of the Automated Monitoring of Symptom Severity (AMoSS) study
exploring mood, activity and … KEAS) using the Structured Clinical Interview for DSM IV and the
borderline items of the International Personality Disorder Examination (IPDE … 
"
193,Automated mood disorder monitoring,[HTML][HTML] Electronic self-monitoring of mood using IT platforms in adult patients with bipolar disorder: a systematic review of the validity and evidence,https://bmcpsychiatry.biomedcentral.com/articles/10.1186/s12888-016-0713-0,"M Faurholt-Jepsen, K Munkholm… - BMC …, 2016 - bmcpsychiatry.biomedcentral.com","… Register your interest. Download PDF. Research article; Open Access; Published: 15
January 2016. Electronic self-monitoring of mood using IT platforms in adult patients with
bipolar disorder: A systematic review of the validity and evidence … 
"
194,Automated mood disorder monitoring,Open field is more sensitive than automated activity monitor in documenting ouabain-induced hyperlocomotion in the development of an animal model for bipolar …,https://www.sciencedirect.com/science/article/pii/S0278584699001116,"S Decker, G Grider, M Cobb, LI Xiao-Ping… - Progress in Neuro …, 2000 - Elsevier","… Bipolar, or manic-depressive, disorder is a severe mental illness that afflicts 1%1 of … Furthermore,
the data indicate that the open field is superior to the automated activity monitor in … Thus, future
characterization of this model should focus on the potency of mood stabilizing agents … 
"
195,Automated mood disorder monitoring,Semi-automated tracking: a balanced approach for self-monitoring applications,https://escholarship.org/content/qt9jm8q1cd/qt9jm8q1cd.pdf,"EK Choe, S Abdullah, M Rabbi… - IEEE Pervasive …, 2017 - ieeexplore.ieee.org","… however, they also share workarounds to alleviate the tracking burden, such as automating the
data collection … Importantly, we are not attempting to fully automate food tracking. Such automated
track- ing will remain technologically infea- sible in the near future and could also … 
"
196,Automated mood disorder monitoring,Experiences of remote mood and activity monitoring in bipolar disorder: a qualitative study,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5947817/,"KEA Saunders, AC Bilderbeck, P Panchal… - European …, 2017 - cambridge.org","… a little of our data about our moods, just health professionals would be able to make … Armey and
Miller [23] found that participants with BD (n = 14) who received automated feedback via … an
anamnestic approach, which is prone to recall bias and dominated by current mood state … 
"
197,Automated mood disorder monitoring,Mood charting and technology: new approach to monitoring patients with mood disorders,https://www.academia.edu/download/39671067/Mood_Charting_and_Technology_New_Approac20151104-16313-xtcbgt.pdf,"M Bauer, P Grof, N Rasgon, T Glenn… - Current Psychiatry …, 2006 - ingentaconnect.com","… will describe our experi- ence in developing ChronoRecord software to automate mood charting
and … An automated mood charting system adds a modern approach to daily life … OTHER
APPROACHES TO AUTOMATING COL- LECTION OF MOOD DATA Various technological … 
"
198,wearable for monitoring depression,[HTML][HTML] Evaluating depression with multimodal wristband-type wearable device: screening and assessing patient severity utilizing machine-learning,https://www.sciencedirect.com/science/article/pii/S2405844020301195,"Y Tazawa, K Liang, M Yoshimura, M Kitazawa, Y Kaise… - Heliyon, 2020 - Elsevier","… that a weak 24-hour periodicity of body temperature was prominent in melancholic depressed
patients (n … (2008) reported that those with depression had lower … been an increase in studies that
analyze mood disorders using various data collected from wearable devices (Rohani … 
"
